country,year,years_since_2015,attack_type,target_industry,financial_loss_million,affected_users,loss_per_user_usd,attack_source,vulnerability_type,defense_mechanism,impact_level,resolution_time_hours,cluster,risk_profile
USA,2022,7,DDoS,Retail,32.53,235314,138.24,Insider,Weak Passwords,AI-based Detection,Low,62.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2021,6,SQL Injection,IT,98.09,826976,118.61,Nation-state,Zero-day,VPN,High,57.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
USA,2017,2,DDoS,IT,74.12,403108,183.87,Hacker Group,Zero-day,VPN,Medium,64.0,0,High-Loss Targeted Events - DDoS-Led
France,2018,3,Phishing,Healthcare,75.11,581303,129.21,Insider,Social Engineering,Encryption,High,51.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2018,3,Malware,Retail,73.18,404060,181.11,Unattributed,Weak Passwords,Antivirus,Medium,32.0,0,High-Loss Targeted Events - DDoS-Led
France,2023,8,Man-in-the-Middle,Retail,88.65,427067,207.58,Hacker Group,Unpatched Software,Antivirus,High,42.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2021,6,Ransomware,IT,35.43,969517,36.54,Hacker Group,Weak Passwords,Firewall,High,25.0,1,Widespread Low-Loss Events - Phishing-Led
Russia,2018,3,Malware,Telecommunications,8.11,737958,10.99,Unattributed,Social Engineering,VPN,Medium,35.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2020,5,Man-in-the-Middle,Banking,23.55,108886,216.28,Insider,Unpatched Software,Antivirus,Low,51.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2017,2,SQL Injection,Healthcare,60.77,212177,286.41,Hacker Group,Social Engineering,Encryption,Medium,2.0,0,High-Loss Targeted Events - DDoS-Led
Germany,2022,7,DDoS,IT,78.18,987652,79.16,Hacker Group,Social Engineering,VPN,High,72.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
USA,2016,1,Phishing,Retail,75.94,638693,118.9,Nation-state,Weak Passwords,AI-based Detection,High,35.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Japan,2017,2,SQL Injection,Healthcare,21.66,277555,78.04,Unattributed,Social Engineering,AI-based Detection,Low,45.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Australia,2022,7,DDoS,Telecommunications,86.77,390083,222.44,Nation-state,Social Engineering,VPN,High,72.0,0,High-Loss Targeted Events - DDoS-Led
Germany,2017,2,Malware,Healthcare,8.53,676384,12.61,Unattributed,Social Engineering,VPN,Medium,44.0,1,Widespread Low-Loss Events - Phishing-Led
France,2015,0,SQL Injection,IT,87.78,6456,13596.65,Hacker Group,Social Engineering,Firewall,High,69.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2021,6,Phishing,Healthcare,37.45,558357,67.07,Hacker Group,Weak Passwords,VPN,Medium,49.0,1,Widespread Low-Loss Events - Phishing-Led
France,2017,2,DDoS,Telecommunications,79.93,305905,261.29,Unattributed,Unpatched Software,Encryption,High,44.0,0,High-Loss Targeted Events - DDoS-Led
Russia,2017,2,Malware,Education,63.33,185208,341.94,Unattributed,Zero-day,Firewall,Medium,3.0,0,High-Loss Targeted Events - DDoS-Led
Russia,2024,9,Ransomware,Banking,80.11,923911,86.71,Insider,Unpatched Software,Firewall,High,60.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
China,2017,2,Malware,IT,18.17,346390,52.46,Hacker Group,Weak Passwords,Firewall,Low,36.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Brazil,2018,3,Phishing,IT,13.89,30925,449.15,Insider,Zero-day,Encryption,Low,43.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2017,2,Malware,Telecommunications,81.19,362085,224.23,Insider,Weak Passwords,VPN,High,5.0,0,High-Loss Targeted Events - DDoS-Led
Germany,2018,3,SQL Injection,Education,84.27,399014,211.2,Nation-state,Zero-day,Firewall,High,52.0,0,High-Loss Targeted Events - DDoS-Led
UK,2024,9,DDoS,Retail,88.54,518181,170.87,Insider,Zero-day,Antivirus,High,24.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2024,9,SQL Injection,Banking,33.06,644841,51.27,Insider,Weak Passwords,Antivirus,Medium,64.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2023,8,Malware,Banking,70.19,791366,88.69,Unattributed,Unpatched Software,Firewall,High,61.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Japan,2023,8,Phishing,Education,68.28,744595,91.7,Insider,Zero-day,Antivirus,Medium,44.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2021,6,DDoS,Banking,14.72,126781,116.11,Insider,Weak Passwords,Antivirus,Low,32.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2022,7,Phishing,IT,59.7,382379,156.13,Nation-state,Unpatched Software,Firewall,Medium,2.0,0,High-Loss Targeted Events - DDoS-Led
India,2016,1,Ransomware,Healthcare,37.12,113404,327.33,Hacker Group,Social Engineering,Antivirus,Low,11.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2024,9,Ransomware,Retail,46.59,227390,204.89,Insider,Weak Passwords,AI-based Detection,Low,40.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2023,8,DDoS,Healthcare,5.32,463332,11.48,Unattributed,Weak Passwords,Encryption,Low,16.0,2,Limited-Reach Low-Loss Events - Phishing-Led
China,2024,9,Ransomware,Government,72.61,595380,121.96,Hacker Group,Zero-day,VPN,Medium,10.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2016,1,Malware,Telecommunications,3.76,678640,5.54,Insider,Zero-day,Encryption,Medium,44.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2023,8,Man-in-the-Middle,Telecommunications,90.37,705678,128.06,Hacker Group,Zero-day,Antivirus,High,57.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2022,7,Man-in-the-Middle,Banking,90.87,928859,97.83,Unattributed,Unpatched Software,Firewall,High,32.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
UK,2017,2,Man-in-the-Middle,Telecommunications,43.82,213979,204.79,Hacker Group,Unpatched Software,Firewall,Low,10.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2022,7,DDoS,Education,31.51,452360,69.66,Nation-state,Zero-day,Antivirus,Low,65.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2022,7,SQL Injection,Healthcare,77.3,826937,93.48,Unattributed,Zero-day,AI-based Detection,High,64.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2019,4,Phishing,Government,93.7,808318,115.92,Nation-state,Social Engineering,Antivirus,High,57.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2022,7,SQL Injection,IT,68.63,294981,232.66,Unattributed,Zero-day,AI-based Detection,Medium,3.0,0,High-Loss Targeted Events - DDoS-Led
USA,2019,4,SQL Injection,IT,17.81,378105,47.1,Unattributed,Weak Passwords,Encryption,Low,4.0,2,Limited-Reach Low-Loss Events - Phishing-Led
China,2022,7,DDoS,Banking,79.07,880586,89.79,Hacker Group,Unpatched Software,VPN,High,56.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2022,7,Phishing,Healthcare,75.08,132520,566.56,Unattributed,Zero-day,Antivirus,High,56.0,0,High-Loss Targeted Events - DDoS-Led
India,2024,9,Phishing,Banking,64.23,903871,71.06,Nation-state,Unpatched Software,Encryption,High,17.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2022,7,SQL Injection,Retail,25.85,632061,40.9,Nation-state,Zero-day,Antivirus,Medium,2.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2017,2,Phishing,Healthcare,53.57,287762,186.16,Insider,Weak Passwords,Encryption,Medium,13.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2018,3,SQL Injection,IT,69.19,33209,2083.47,Insider,Unpatched Software,AI-based Detection,Medium,66.0,0,High-Loss Targeted Events - DDoS-Led
Germany,2022,7,SQL Injection,Retail,11.51,857660,13.42,Hacker Group,Zero-day,VPN,High,37.0,1,Widespread Low-Loss Events - Phishing-Led
India,2023,8,DDoS,Banking,23.83,557428,42.75,Insider,Unpatched Software,VPN,Medium,38.0,1,Widespread Low-Loss Events - Phishing-Led
China,2020,5,SQL Injection,IT,89.38,923489,96.79,Nation-state,Unpatched Software,Firewall,High,66.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
France,2019,4,Phishing,Telecommunications,28.88,96640,298.84,Unattributed,Social Engineering,Antivirus,Low,60.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2017,2,DDoS,Healthcare,39.49,195459,202.04,Hacker Group,Weak Passwords,Encryption,Low,14.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2018,3,DDoS,Banking,8.81,198929,44.29,Nation-state,Weak Passwords,AI-based Detection,Low,41.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Japan,2019,4,DDoS,Retail,78.78,214152,367.87,Insider,Weak Passwords,Firewall,High,7.0,0,High-Loss Targeted Events - DDoS-Led
China,2022,7,Ransomware,Education,70.44,164734,427.6,Nation-state,Unpatched Software,Firewall,Medium,7.0,0,High-Loss Targeted Events - DDoS-Led
USA,2020,5,Phishing,Banking,44.08,708034,62.26,Unattributed,Zero-day,AI-based Detection,Medium,39.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2016,1,Man-in-the-Middle,Retail,53.57,218143,245.57,Nation-state,Unpatched Software,Encryption,Medium,27.0,0,High-Loss Targeted Events - DDoS-Led
Brazil,2018,3,Man-in-the-Middle,Retail,76.39,984,77632.11,Insider,Unpatched Software,Firewall,High,56.0,0,High-Loss Targeted Events - DDoS-Led
India,2015,0,Ransomware,Healthcare,1.48,818172,1.81,Unattributed,Social Engineering,VPN,High,30.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2018,3,Malware,Telecommunications,8.69,813960,10.68,Hacker Group,Weak Passwords,VPN,High,6.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2020,5,SQL Injection,Banking,65.24,202102,322.81,Insider,Unpatched Software,Antivirus,Medium,54.0,0,High-Loss Targeted Events - DDoS-Led
India,2020,5,Man-in-the-Middle,Telecommunications,57.89,438137,132.13,Unattributed,Unpatched Software,VPN,Medium,18.0,0,High-Loss Targeted Events - DDoS-Led
France,2017,2,Phishing,Banking,15.14,276541,54.75,Hacker Group,Social Engineering,AI-based Detection,Low,16.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2024,9,Phishing,Telecommunications,50.64,513620,98.59,Unattributed,Unpatched Software,Antivirus,Medium,65.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2022,7,Malware,Education,7.17,268414,26.71,Insider,Unpatched Software,Encryption,Low,9.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2024,9,Man-in-the-Middle,Banking,93.13,414192,224.85,Nation-state,Weak Passwords,Firewall,High,34.0,0,High-Loss Targeted Events - DDoS-Led
Australia,2017,2,Phishing,Retail,56.1,450205,124.61,Unattributed,Zero-day,Firewall,Medium,32.0,0,High-Loss Targeted Events - DDoS-Led
China,2018,3,Malware,Education,62.82,580609,108.2,Unattributed,Weak Passwords,AI-based Detection,Medium,29.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2024,9,DDoS,Healthcare,92.34,375691,245.79,Insider,Zero-day,Encryption,High,21.0,0,High-Loss Targeted Events - DDoS-Led
India,2018,3,Ransomware,Retail,62.59,498457,125.57,Insider,Weak Passwords,VPN,Medium,12.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2022,7,Ransomware,Healthcare,61.99,496292,124.91,Nation-state,Zero-day,AI-based Detection,Medium,21.0,0,High-Loss Targeted Events - DDoS-Led
Russia,2024,9,Ransomware,Banking,80.29,507258,158.28,Nation-state,Social Engineering,Antivirus,High,30.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2024,9,Phishing,IT,2.85,951767,2.99,Nation-state,Weak Passwords,AI-based Detection,High,10.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2020,5,Ransomware,IT,71.74,3432,20903.26,Hacker Group,Unpatched Software,AI-based Detection,Medium,45.0,0,High-Loss Targeted Events - DDoS-Led
USA,2015,0,Phishing,Government,82.4,197305,417.63,Insider,Unpatched Software,AI-based Detection,High,34.0,0,High-Loss Targeted Events - DDoS-Led
Brazil,2024,9,SQL Injection,Healthcare,41.05,175957,233.3,Hacker Group,Zero-day,Antivirus,Low,69.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Brazil,2017,2,Man-in-the-Middle,Retail,17.99,506551,35.51,Unattributed,Unpatched Software,Antivirus,Medium,53.0,1,Widespread Low-Loss Events - Phishing-Led
India,2020,5,Phishing,Retail,25.79,907128,28.43,Insider,Unpatched Software,Antivirus,High,13.0,1,Widespread Low-Loss Events - Phishing-Led
France,2021,6,Man-in-the-Middle,Banking,4.94,71156,69.42,Insider,Social Engineering,Encryption,Low,34.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2022,7,Malware,Healthcare,34.32,554162,61.93,Insider,Weak Passwords,Encryption,Medium,33.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2016,1,DDoS,Education,71.12,604557,117.64,Nation-state,Social Engineering,Encryption,Medium,20.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2015,0,Man-in-the-Middle,Telecommunications,48.58,358210,135.62,Nation-state,Zero-day,AI-based Detection,Low,11.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Japan,2023,8,Man-in-the-Middle,Education,16.42,60322,272.21,Insider,Zero-day,VPN,Low,22.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Brazil,2016,1,DDoS,Telecommunications,94.1,838739,112.19,Unattributed,Social Engineering,VPN,High,21.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
USA,2020,5,Ransomware,Banking,27.45,60428,454.26,Nation-state,Weak Passwords,Antivirus,Low,27.0,2,Limited-Reach Low-Loss Events - Phishing-Led
USA,2017,2,Phishing,IT,7.95,362478,21.93,Hacker Group,Zero-day,Encryption,Low,67.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Germany,2022,7,Malware,Banking,59.7,258587,230.87,Insider,Social Engineering,VPN,Medium,7.0,0,High-Loss Targeted Events - DDoS-Led
China,2017,2,DDoS,Healthcare,96.49,644339,149.75,Insider,Unpatched Software,Antivirus,High,71.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2024,9,SQL Injection,Banking,79.98,84185,950.05,Nation-state,Weak Passwords,VPN,High,2.0,0,High-Loss Targeted Events - DDoS-Led
France,2020,5,DDoS,Telecommunications,66.27,995231,66.59,Nation-state,Weak Passwords,Firewall,High,53.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Japan,2019,4,Malware,Telecommunications,5.88,235399,24.98,Unattributed,Social Engineering,Antivirus,Low,21.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2015,0,Malware,Government,17.3,610049,28.36,Hacker Group,Social Engineering,AI-based Detection,Medium,37.0,1,Widespread Low-Loss Events - Phishing-Led
Australia,2019,4,DDoS,Education,54.63,22739,2402.48,Insider,Unpatched Software,Firewall,Medium,44.0,0,High-Loss Targeted Events - DDoS-Led
UK,2016,1,Ransomware,Government,83.67,701152,119.33,Nation-state,Social Engineering,Firewall,High,53.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2017,2,Man-in-the-Middle,Healthcare,96.36,596078,161.66,Hacker Group,Weak Passwords,Encryption,High,10.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2019,4,Ransomware,Banking,88.63,701522,126.34,Insider,Social Engineering,VPN,High,10.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2021,6,DDoS,Banking,94.48,281900,335.15,Hacker Group,Zero-day,Antivirus,High,1.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2015,0,DDoS,IT,33.27,207244,160.54,Hacker Group,Zero-day,Antivirus,Low,38.0,2,Limited-Reach Low-Loss Events - Phishing-Led
France,2022,7,Phishing,IT,52.19,794901,65.66,Insider,Zero-day,VPN,High,26.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Russia,2020,5,DDoS,Healthcare,44.32,130510,339.59,Unattributed,Social Engineering,AI-based Detection,Low,66.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2019,4,Malware,Banking,55.42,945465,58.62,Unattributed,Weak Passwords,Firewall,High,5.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Brazil,2024,9,Phishing,Telecommunications,81.54,499671,163.19,Hacker Group,Weak Passwords,VPN,High,4.0,0,High-Loss Targeted Events - DDoS-Led
India,2020,5,Phishing,Retail,12.64,805905,15.68,Nation-state,Social Engineering,Firewall,High,54.0,1,Widespread Low-Loss Events - Phishing-Led
Russia,2019,4,Malware,Education,56.94,217880,261.34,Nation-state,Unpatched Software,VPN,Medium,48.0,0,High-Loss Targeted Events - DDoS-Led
Brazil,2016,1,SQL Injection,Telecommunications,13.94,832297,16.75,Nation-state,Weak Passwords,AI-based Detection,High,69.0,1,Widespread Low-Loss Events - Phishing-Led
Germany,2016,1,Malware,Healthcare,94.12,21382,4401.83,Unattributed,Weak Passwords,Encryption,High,21.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2024,9,Ransomware,Retail,88.36,989106,89.33,Unattributed,Zero-day,Firewall,High,3.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Australia,2019,4,Man-in-the-Middle,IT,87.89,551100,159.48,Insider,Zero-day,VPN,High,9.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
France,2017,2,DDoS,Healthcare,6.72,782873,8.58,Hacker Group,Zero-day,Encryption,High,4.0,1,Widespread Low-Loss Events - Phishing-Led
Brazil,2017,2,Malware,Telecommunications,73.71,377769,195.12,Hacker Group,Zero-day,Firewall,Medium,38.0,0,High-Loss Targeted Events - DDoS-Led
Russia,2023,8,Ransomware,Banking,54.09,514319,105.17,Hacker Group,Zero-day,Firewall,Medium,37.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
China,2024,9,DDoS,Banking,99.99,755185,132.4,Unattributed,Weak Passwords,Encryption,High,20.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Japan,2017,2,Phishing,IT,73.85,402903,183.29,Insider,Zero-day,Encryption,Medium,55.0,0,High-Loss Targeted Events - DDoS-Led
India,2020,5,Malware,Education,20.14,287352,70.09,Unattributed,Zero-day,Firewall,Low,69.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Brazil,2016,1,Man-in-the-Middle,Banking,70.89,378949,187.07,Unattributed,Weak Passwords,AI-based Detection,Medium,67.0,0,High-Loss Targeted Events - DDoS-Led
France,2021,6,Man-in-the-Middle,Education,20.57,119348,172.35,Nation-state,Unpatched Software,Firewall,Low,48.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Germany,2024,9,Malware,Government,46.25,578427,79.96,Hacker Group,Weak Passwords,Encryption,Medium,16.0,1,Widespread Low-Loss Events - Phishing-Led
France,2018,3,Ransomware,Education,32.5,414904,78.33,Nation-state,Unpatched Software,VPN,Low,53.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2024,9,DDoS,Telecommunications,41.37,271388,152.44,Nation-state,Unpatched Software,Encryption,Low,36.0,2,Limited-Reach Low-Loss Events - Phishing-Led
India,2019,4,Phishing,IT,52.47,880546,59.59,Nation-state,Zero-day,VPN,High,39.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
China,2023,8,DDoS,Education,42.64,720850,59.15,Unattributed,Social Engineering,VPN,Medium,17.0,1,Widespread Low-Loss Events - Phishing-Led
India,2020,5,SQL Injection,Telecommunications,87.44,731625,119.51,Nation-state,Zero-day,Antivirus,High,33.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Germany,2017,2,Malware,Government,67.79,239402,283.16,Hacker Group,Zero-day,VPN,Medium,17.0,0,High-Loss Targeted Events - DDoS-Led
Japan,2022,7,Phishing,Telecommunications,33.54,55209,607.51,Nation-state,Unpatched Software,VPN,Low,11.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Brazil,2017,2,DDoS,Education,29.76,913276,32.59,Insider,Social Engineering,Encryption,High,57.0,1,Widespread Low-Loss Events - Phishing-Led
Japan,2016,1,Man-in-the-Middle,Healthcare,2.59,603982,4.29,Hacker Group,Social Engineering,Firewall,Medium,18.0,1,Widespread Low-Loss Events - Phishing-Led
USA,2023,8,DDoS,Banking,53.59,750875,71.37,Nation-state,Weak Passwords,Encryption,High,30.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
USA,2018,3,Phishing,Government,38.83,333027,116.6,Hacker Group,Zero-day,VPN,Low,19.0,2,Limited-Reach Low-Loss Events - Phishing-Led
Russia,2024,9,DDoS,Education,26.82,156823,171.02,Hacker Group,Social Engineering,VPN,Low,1.0,2,Limited-Reach Low-Loss Events - Phishing-Led
UK,2022,7,Ransomware,Government,85.43,688150,124.14,Unattributed,Weak Passwords,Firewall,High,58.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
India,2021,6,Ransomware,Banking,54.97,798498,68.84,Nation-state,Zero-day,VPN,High,54.0,3,Critical Widespread Events - DDoS/SQL Injection-Led
Australia,2017,2,Malware,Banking,25.76,801821,32.13,Unattributed,Weak Passwords,AI-based Detection,High,18.0,1,Widespread Low-Loss Events - Phishing-Led
China,2019,4,SQL Injection,Government,65.85,252025,261.28,Hacker Group,Zero-day,Encryption,Medium,60.0,0,High-Loss Targeted Events - DDoS-Led
