country,year,attack_type,target_industry,financial_loss_million,affected_users,attack_source,vulnerability_type,defense_mechanism,resolution_time_hours,years_since_2015,loss_per_user_usd,impact_level
Russia,2016,SQL Injection,Government,77.94,538804,Hacker Group,Weak Passwords,VPN,43.0,1,144.65371452327747,High
Japan,2023,Phishing,Healthcare,49.32,463704,Hacker Group,Weak Passwords,Firewall,14.0,8,106.36095440194607,Low
China,2021,Man-in-the-Middle,Telecommunications,66.61,596341,Insider,Weak Passwords,AI-based Detection,9.0,6,111.69783731120282,Medium
Brazil,2020,Malware,Retail,89.71,529588,Nation-state,Weak Passwords,AI-based Detection,65.0,5,169.39583223184815,High
Germany,2018,Man-in-the-Middle,Retail,43.28,22241,Hacker Group,Zero-day,Firewall,5.0,3,1945.9556674609955,Low
Brazil,2020,Phishing,Banking,21.65,434936,Hacker Group,Zero-day,Encryption,24.0,5,49.77743851969025,Low
Japan,2019,Malware,IT,33.61,52191,Nation-state,Weak Passwords,Antivirus,72.0,4,643.980762966795,Low
Australia,2015,Malware,Banking,8.24,242247,Insider,Social Engineering,Antivirus,29.0,0,34.01486912118623,Low
Brazil,2020,Phishing,Banking,34.5,372427,Insider,Weak Passwords,VPN,72.0,5,92.63560375590384,Low
Brazil,2021,Ransomware,Healthcare,67.25,796351,Nation-state,Weak Passwords,AI-based Detection,21.0,6,84.44768701238524,High
Japan,2020,SQL Injection,Telecommunications,38.29,505831,Hacker Group,Social Engineering,Encryption,40.0,5,75.69721903165286,Medium
Germany,2020,Malware,Government,32.59,743344,Insider,Zero-day,VPN,4.0,5,43.842420198454555,Medium
China,2017,Phishing,Healthcare,70.4,651809,Unattributed,Unpatched Software,Firewall,17.0,2,108.00710023948733,Medium
Brazil,2023,SQL Injection,Telecommunications,31.54,839281,Insider,Weak Passwords,Encryption,25.0,8,37.57978555454014,High
Brazil,2018,SQL Injection,Retail,84.79,99876,Insider,Unpatched Software,Firewall,56.0,3,848.9527013496736,High
UK,2016,SQL Injection,Telecommunications,98.39,836521,Insider,Weak Passwords,Firewall,19.0,1,117.61808729248877,High
Japan,2022,SQL Injection,Retail,43.73,392831,Nation-state,Weak Passwords,AI-based Detection,71.0,7,111.320135121719,Low
China,2015,Ransomware,Government,86.88,99312,Unattributed,Zero-day,AI-based Detection,60.0,0,874.818753020783,High
Japan,2017,Malware,Education,26.24,945147,Insider,Zero-day,AI-based Detection,20.0,2,27.762877097425058,High
USA,2018,DDoS,IT,26.29,943039,Insider,Zero-day,Firewall,28.0,3,27.87795626692003,High
Brazil,2016,Malware,Retail,76.81,670642,Unattributed,Unpatched Software,AI-based Detection,10.0,1,114.53204541320108,High
USA,2016,Malware,Banking,36.2,194553,Hacker Group,Social Engineering,AI-based Detection,48.0,1,186.0675497165297,Low
China,2022,Ransomware,Education,49.56,257224,Hacker Group,Social Engineering,Firewall,46.0,7,192.67253444468633,Low
India,2019,DDoS,Banking,58.96,891815,Unattributed,Weak Passwords,Antivirus,19.0,4,66.1123663540084,High
China,2020,Ransomware,Banking,98.05,168617,Hacker Group,Unpatched Software,VPN,16.0,5,581.4953415136077,High
UK,2016,Ransomware,Government,83.67,701152,Nation-state,Social Engineering,Firewall,53.0,1,119.33218474738716,High
USA,2023,SQL Injection,Banking,30.66,749609,Nation-state,Zero-day,AI-based Detection,28.0,8,40.901323223173684,High
UK,2024,Man-in-the-Middle,Government,86.74,658712,Hacker Group,Unpatched Software,VPN,25.0,9,131.6812203208686,High
China,2022,DDoS,Retail,77.74,642501,Hacker Group,Zero-day,AI-based Detection,19.0,7,120.9959206289173,High
Australia,2017,Malware,Banking,92.65,817255,Hacker Group,Weak Passwords,Antivirus,62.0,2,113.36730885708867,High
China,2021,Ransomware,Government,5.96,92237,Nation-state,Weak Passwords,AI-based Detection,47.0,6,64.61615186964016,Low
Australia,2023,Man-in-the-Middle,Telecommunications,66.91,156195,Nation-state,Unpatched Software,Firewall,58.0,8,428.3747879253497,Medium
India,2016,Man-in-the-Middle,IT,23.38,618125,Nation-state,Zero-day,VPN,16.0,1,37.82406471183013,Medium
Australia,2021,Man-in-the-Middle,Banking,82.04,828293,Insider,Weak Passwords,Antivirus,64.0,6,99.04707633651377,High
Brazil,2017,Malware,Telecommunications,6.09,436100,Unattributed,Zero-day,Encryption,12.0,2,13.964686998394864,Low
USA,2020,DDoS,Retail,14.12,787194,Unattributed,Zero-day,VPN,51.0,5,17.937128585837797,High
France,2021,Phishing,Retail,31.52,380086,Nation-state,Social Engineering,Encryption,65.0,6,82.92860036939008,Low
India,2024,Malware,Healthcare,13.74,330581,Unattributed,Zero-day,AI-based Detection,54.0,9,41.56318723701604,Low
Australia,2017,SQL Injection,IT,99.99,672966,Hacker Group,Zero-day,Firewall,13.0,2,148.58105758686173,High
India,2022,Malware,Telecommunications,19.56,772330,Hacker Group,Unpatched Software,Encryption,20.0,7,25.325961700309453,High
Japan,2018,Man-in-the-Middle,Telecommunications,81.61,255844,Insider,Unpatched Software,Encryption,8.0,3,318.9834430355998,High
Germany,2017,Ransomware,Government,80.7,107009,Nation-state,Social Engineering,Encryption,67.0,2,754.1421749572465,High
Japan,2020,SQL Injection,Retail,10.41,872095,Nation-state,Unpatched Software,Firewall,44.0,5,11.936772943314661,High
France,2015,DDoS,Banking,85.36,50427,Hacker Group,Zero-day,Encryption,5.0,0,1692.7439665258692,High
USA,2017,Phishing,Retail,15.24,599197,Unattributed,Zero-day,AI-based Detection,8.0,2,25.43403922249277,Medium
Brazil,2022,Malware,Telecommunications,40.08,459643,Nation-state,Weak Passwords,Antivirus,10.0,7,87.1981080969361,Low
China,2021,DDoS,Telecommunications,10.2,950257,Nation-state,Weak Passwords,AI-based Detection,61.0,6,10.73393829248298,High
Australia,2022,Phishing,Healthcare,72.53,496317,Hacker Group,Weak Passwords,Antivirus,62.0,7,146.1364410245871,Medium
Brazil,2017,Man-in-the-Middle,Healthcare,96.36,596078,Hacker Group,Weak Passwords,Encryption,10.0,2,161.6566959357668,High
Brazil,2019,Ransomware,Banking,88.63,701522,Insider,Social Engineering,VPN,10.0,4,126.33958735435239,High
India,2015,Man-in-the-Middle,Healthcare,37.15,357124,Nation-state,Weak Passwords,Antivirus,31.0,0,104.02549254600643,Low
Germany,2022,SQL Injection,Government,47.92,112688,Nation-state,Social Engineering,VPN,15.0,7,425.244924038052,Low
India,2018,Phishing,Retail,14.46,743107,Hacker Group,Social Engineering,VPN,49.0,3,19.458839709490018,Medium
India,2022,Man-in-the-Middle,Banking,32.47,947465,Unattributed,Unpatched Software,AI-based Detection,69.0,7,34.27039521248806,High
Japan,2019,Ransomware,Government,81.97,358572,Hacker Group,Weak Passwords,VPN,48.0,4,228.6012293207501,High
India,2024,Malware,IT,92.08,430701,Hacker Group,Unpatched Software,VPN,54.0,9,213.79100582538697,High
Russia,2021,DDoS,Banking,94.48,281900,Hacker Group,Zero-day,Antivirus,1.0,6,335.1543100390209,High
Australia,2021,Malware,IT,84.74,391257,Hacker Group,Zero-day,AI-based Detection,66.0,6,216.583984439895,High
China,2019,Man-in-the-Middle,Banking,81.8,277875,Nation-state,Social Engineering,Antivirus,43.0,4,294.3769680611786,High
Japan,2015,DDoS,IT,33.27,207244,Hacker Group,Zero-day,Antivirus,38.0,0,160.53540753893964,Low
India,2018,Malware,Healthcare,66.96,294133,Insider,Social Engineering,VPN,20.0,3,227.65211655951558,Medium
Brazil,2023,Ransomware,Telecommunications,71.4,66852,Hacker Group,Weak Passwords,VPN,58.0,8,1068.030874169808,Medium
China,2024,Ransomware,Telecommunications,67.47,54722,Nation-state,Social Engineering,Encryption,13.0,9,1232.95932166222,Medium
Australia,2022,Phishing,Education,17.32,178951,Nation-state,Weak Passwords,Antivirus,26.0,7,96.78627110214528,Low
USA,2020,Ransomware,Healthcare,17.24,682791,Insider,Social Engineering,Encryption,44.0,5,25.249307621219376,Medium
Russia,2016,SQL Injection,Education,17.05,888205,Nation-state,Weak Passwords,AI-based Detection,38.0,1,19.19601893706971,High
France,2022,Phishing,IT,52.19,794901,Insider,Zero-day,VPN,26.0,7,65.6559747691851,High
France,2018,DDoS,Government,27.44,978683,Insider,Zero-day,VPN,35.0,3,28.0376792076699,High
Australia,2015,Phishing,Telecommunications,73.77,639279,Nation-state,Zero-day,VPN,44.0,0,115.39562538422192,Medium
UK,2020,Malware,Retail,10.94,675338,Hacker Group,Weak Passwords,VPN,54.0,5,16.199295760049043,Medium
Australia,2021,Man-in-the-Middle,Government,42.24,147589,Insider,Unpatched Software,Antivirus,31.0,6,286.2001910711503,Low
Australia,2017,DDoS,Government,82.39,646824,Hacker Group,Zero-day,AI-based Detection,2.0,2,127.3762259903776,High
China,2016,Phishing,Government,37.62,465317,Insider,Social Engineering,Firewall,20.0,1,80.84810999813031,Low
USA,2023,Malware,IT,21.53,233379,Unattributed,Unpatched Software,Antivirus,50.0,8,92.25337326837462,Low
China,2023,Malware,IT,43.51,684108,Unattributed,Weak Passwords,Firewall,24.0,8,63.601068837084206,Medium
Russia,2020,DDoS,Healthcare,44.32,130510,Unattributed,Social Engineering,AI-based Detection,66.0,5,339.5908359512681,Low
Brazil,2016,Man-in-the-Middle,Banking,43.45,489853,Nation-state,Zero-day,AI-based Detection,28.0,1,88.70007941157857,Low
Australia,2022,Malware,Healthcare,47.92,25905,Nation-state,Unpatched Software,VPN,40.0,7,1849.8359390079136,Low
Japan,2023,Malware,IT,73.74,795367,Hacker Group,Zero-day,AI-based Detection,55.0,8,92.71191789450656,High
Australia,2023,Man-in-the-Middle,Retail,93.25,349335,Nation-state,Zero-day,Firewall,27.0,8,266.93574935234085,High
USA,2015,Ransomware,Government,13.92,366147,Hacker Group,Weak Passwords,VPN,38.0,0,38.01751755442486,Low
India,2018,Phishing,Government,41.1,25094,Nation-state,Unpatched Software,VPN,42.0,3,1637.841715151032,Low
Russia,2024,Phishing,Retail,44.08,988889,Nation-state,Unpatched Software,Encryption,31.0,9,44.57527589041844,High
Japan,2022,Man-in-the-Middle,IT,65.19,216303,Hacker Group,Unpatched Software,AI-based Detection,49.0,7,301.3827824856798,Medium
Australia,2023,Ransomware,Healthcare,21.54,388211,Nation-state,Weak Passwords,Antivirus,22.0,8,55.48529021588775,Low
USA,2022,Man-in-the-Middle,Education,83.61,30235,Insider,Weak Passwords,Encryption,47.0,7,2765.3381842235817,High
USA,2023,Malware,Banking,13.99,109083,Nation-state,Weak Passwords,Antivirus,49.0,8,128.25096486161914,Low
Germany,2017,Malware,Healthcare,49.09,397361,Hacker Group,Weak Passwords,Encryption,57.0,2,123.54005551626858,Low
UK,2016,Ransomware,Retail,32.16,329026,Nation-state,Weak Passwords,VPN,31.0,1,97.74303550479293,Low
Australia,2017,Man-in-the-Middle,IT,45.5,889521,Nation-state,Weak Passwords,Encryption,51.0,2,51.15112515612335,High
USA,2018,SQL Injection,Healthcare,73.16,849755,Insider,Weak Passwords,Encryption,46.0,3,86.0954039693794,High
China,2021,Phishing,Education,70.2,631101,Unattributed,Zero-day,Firewall,36.0,6,111.23417646303841,Medium
Japan,2016,DDoS,Healthcare,10.62,625954,Insider,Weak Passwords,AI-based Detection,71.0,1,16.966102940471664,Medium
Japan,2023,Man-in-the-Middle,IT,26.65,220769,Unattributed,Zero-day,VPN,71.0,8,120.7144118965978,Low
China,2018,SQL Injection,Healthcare,52.01,527443,Hacker Group,Unpatched Software,Firewall,24.0,3,98.60781164978964,Medium
Germany,2020,DDoS,Government,32.71,846169,Hacker Group,Zero-day,VPN,59.0,5,38.656580423059694,High
China,2017,Malware,Education,47.46,783239,Unattributed,Social Engineering,VPN,41.0,2,60.594531171200614,High
China,2022,Malware,Telecommunications,11.39,104772,Unattributed,Social Engineering,Firewall,43.0,7,108.71225136486848,Low
Germany,2015,DDoS,Telecommunications,31.68,33098,Hacker Group,Zero-day,AI-based Detection,8.0,0,957.1575321771709,Low
UK,2024,Man-in-the-Middle,Healthcare,65.78,512847,Insider,Social Engineering,Encryption,72.0,9,128.26437514502376,Medium
Australia,2018,SQL Injection,Banking,71.01,840106,Insider,Weak Passwords,VPN,44.0,3,84.5250480296534,High
Brazil,2024,SQL Injection,Healthcare,69.57,269458,Insider,Zero-day,Firewall,15.0,9,258.1849490458624,Medium
Germany,2021,Ransomware,Healthcare,66.84,242893,Nation-state,Zero-day,Antivirus,50.0,6,275.18289946602,Medium
Russia,2018,Phishing,Education,5.25,605947,Insider,Zero-day,Firewall,13.0,3,8.664124090060682,Medium
Japan,2018,SQL Injection,Education,60.57,468399,Nation-state,Zero-day,VPN,56.0,3,129.31282944668968,Medium
India,2015,Ransomware,IT,61.68,503774,Hacker Group,Zero-day,Firewall,37.0,0,122.43585417270442,Medium
France,2021,Phishing,Retail,45.74,754278,Insider,Social Engineering,Firewall,46.0,6,60.64077170486213,High
Japan,2019,SQL Injection,IT,89.81,126120,Unattributed,Social Engineering,Encryption,39.0,4,712.0995876942594,High
UK,2018,Malware,IT,73.27,210024,Hacker Group,Weak Passwords,Antivirus,20.0,3,348.8648916314326,Medium
France,2022,DDoS,Banking,51.33,970775,Insider,Unpatched Software,AI-based Detection,21.0,7,52.87528005974608,High
France,2017,Ransomware,Education,19.84,832471,Insider,Social Engineering,Firewall,54.0,2,23.832662038677622,High
India,2024,Phishing,IT,97.25,165316,Unattributed,Zero-day,Encryption,61.0,9,588.2673183478913,High
Australia,2016,DDoS,Retail,2.96,990886,Insider,Weak Passwords,AI-based Detection,59.0,1,2.9872255738803455,High
UK,2021,Malware,Telecommunications,82.28,370146,Nation-state,Zero-day,VPN,55.0,6,222.2906636840598,High
China,2021,Man-in-the-Middle,Retail,49.59,284823,Unattributed,Social Engineering,Antivirus,50.0,6,174.10813031250987,Low
UK,2016,Malware,Healthcare,65.14,742857,Nation-state,Weak Passwords,Antivirus,49.0,1,87.68847840163046,Medium
Brazil,2024,DDoS,Healthcare,70.0,484101,Hacker Group,Unpatched Software,VPN,9.0,9,144.59792481321045,Medium
UK,2015,Ransomware,Telecommunications,22.58,368441,Hacker Group,Weak Passwords,AI-based Detection,71.0,0,61.28525326985867,Low
Russia,2019,Malware,Banking,55.42,945465,Unattributed,Weak Passwords,Firewall,5.0,4,58.61665952732253,High
USA,2016,DDoS,Healthcare,27.08,551900,Unattributed,Social Engineering,VPN,17.0,1,49.066859938394636,Medium
UK,2021,Malware,Banking,73.02,731722,Hacker Group,Weak Passwords,VPN,28.0,6,99.79199750725002,Medium
Germany,2018,Phishing,Banking,88.73,436597,Insider,Unpatched Software,AI-based Detection,33.0,3,203.23089714313198,High
France,2020,DDoS,Education,16.35,728830,Insider,Zero-day,AI-based Detection,45.0,5,22.433214878641113,Medium
USA,2022,Ransomware,IT,85.61,826018,Hacker Group,Weak Passwords,Firewall,24.0,7,103.64180925839389,High
Russia,2020,Ransomware,Telecommunications,76.61,791323,Insider,Unpatched Software,Encryption,40.0,5,96.81255315465366,High
USA,2015,SQL Injection,Banking,42.77,117454,Insider,Unpatched Software,Firewall,19.0,0,364.1425579375756,Low
Japan,2023,Ransomware,Retail,95.3,986882,Hacker Group,Weak Passwords,Encryption,45.0,8,96.5667627943361,High
France,2016,Phishing,IT,78.12,770227,Unattributed,Zero-day,Antivirus,20.0,1,101.42464494233518,High
China,2024,SQL Injection,Government,21.33,997411,Nation-state,Social Engineering,Antivirus,25.0,9,21.385366714423643,High
Japan,2020,Malware,Education,66.93,640603,Hacker Group,Unpatched Software,VPN,23.0,5,104.47968554627438,Medium
Brazil,2024,Phishing,Telecommunications,81.54,499671,Hacker Group,Weak Passwords,VPN,4.0,9,163.18737729425962,High
India,2020,Phishing,Retail,12.64,805905,Nation-state,Social Engineering,Firewall,54.0,5,15.684230771617003,High
France,2017,Phishing,Retail,43.2,377252,Nation-state,Unpatched Software,Encryption,8.0,2,114.51231537539894,Low
USA,2018,Ransomware,Retail,20.58,653168,Unattributed,Weak Passwords,AI-based Detection,3.0,3,31.507973446341524,Medium
Brazil,2017,Phishing,IT,26.62,955790,Nation-state,Zero-day,Encryption,44.0,2,27.8513062492807,High
USA,2018,Phishing,Telecommunications,15.56,734448,Unattributed,Social Engineering,Encryption,37.0,3,21.185979129904364,Medium
China,2021,Ransomware,Retail,12.97,425647,Unattributed,Zero-day,Antivirus,4.0,6,30.471259047990472,Low
France,2019,SQL Injection,Banking,98.04,278315,Unattributed,Unpatched Software,VPN,3.0,4,352.2627238919929,High
UK,2020,Man-in-the-Middle,Telecommunications,63.35,294447,Unattributed,Zero-day,AI-based Detection,54.0,5,215.14907606462285,Medium
Brazil,2020,DDoS,Education,26.57,384988,Insider,Zero-day,AI-based Detection,19.0,5,69.01513813417561,Low
Japan,2020,Man-in-the-Middle,Education,29.58,141411,Insider,Unpatched Software,AI-based Detection,58.0,5,209.17750387169315,Low
France,2023,Phishing,Healthcare,72.54,581712,Insider,Social Engineering,VPN,12.0,8,124.70088291113129,Medium
UK,2020,Ransomware,Education,35.16,100749,Unattributed,Zero-day,Firewall,62.0,5,348.9860941547807,Low
Russia,2019,Malware,Education,56.94,217880,Nation-state,Unpatched Software,VPN,48.0,4,261.33651551312647,Medium
France,2023,Man-in-the-Middle,Telecommunications,99.71,357542,Hacker Group,Zero-day,Antivirus,21.0,8,278.8763278160328,High
UK,2021,Malware,Telecommunications,77.18,347426,Hacker Group,Zero-day,Antivirus,36.0,6,222.14802576663809,High
France,2018,Man-in-the-Middle,Education,36.92,829140,Nation-state,Unpatched Software,Encryption,2.0,3,44.52806522420821,High
France,2017,SQL Injection,Healthcare,42.8,683189,Unattributed,Zero-day,VPN,19.0,2,62.64737869023067,Medium
India,2019,Ransomware,Banking,89.41,453441,Hacker Group,Unpatched Software,VPN,29.0,4,197.1811106626882,High
Australia,2017,Malware,IT,33.34,673439,Insider,Weak Passwords,Firewall,13.0,2,49.50708230441065,Medium
Brazil,2016,SQL Injection,Telecommunications,13.94,832297,Nation-state,Weak Passwords,AI-based Detection,69.0,1,16.748828843549838,High
India,2018,Phishing,IT,13.05,400964,Nation-state,Weak Passwords,VPN,19.0,3,32.54656278369131,Low
France,2019,DDoS,Telecommunications,52.94,192293,Nation-state,Weak Passwords,VPN,57.0,4,275.30903361016783,Medium
Russia,2019,Man-in-the-Middle,Banking,26.02,565292,Insider,Unpatched Software,Antivirus,27.0,4,46.02930874663006,Medium
Brazil,2016,Phishing,Education,9.23,774750,Nation-state,Social Engineering,Firewall,70.0,1,11.913520490480801,High
France,2022,Phishing,IT,78.2,666996,Insider,Weak Passwords,Encryption,59.0,7,117.24208241128882,High
Germany,2016,Malware,Healthcare,94.12,21382,Unattributed,Weak Passwords,Encryption,21.0,1,4401.833317743897,High
Germany,2021,Phishing,Telecommunications,55.14,463525,Nation-state,Unpatched Software,AI-based Detection,59.0,6,118.95798500620246,Medium
Russia,2022,Ransomware,Telecommunications,16.98,905673,Insider,Weak Passwords,VPN,54.0,7,18.748488692938842,High
India,2024,Man-in-the-Middle,Retail,30.59,619881,Nation-state,Unpatched Software,Antivirus,42.0,9,49.34818134448386,Medium
France,2015,Malware,Banking,20.27,987350,Insider,Zero-day,Antivirus,4.0,0,20.52970071403251,High
USA,2019,Phishing,Education,97.32,849084,Nation-state,Zero-day,VPN,62.0,4,114.61763500431053,High
UK,2017,Man-in-the-Middle,Education,13.06,799627,Hacker Group,Weak Passwords,Antivirus,36.0,2,16.33261508178188,High
France,2023,Man-in-the-Middle,Education,87.39,307155,Unattributed,Unpatched Software,Antivirus,28.0,8,284.5143331542707,High
Japan,2024,Ransomware,Retail,88.36,989106,Unattributed,Zero-day,Firewall,3.0,9,89.33319583543118,High
India,2020,Man-in-the-Middle,Retail,84.77,129144,Hacker Group,Weak Passwords,Antivirus,25.0,5,656.3990584154122,High
UK,2015,Malware,Government,57.81,767562,Unattributed,Zero-day,Antivirus,61.0,0,75.3163913794586,High
